"Name","VisualLevel","TID","InfoTID","Speed","Hitpoints","UpgradeTimeH","UpgradeResource","UpgradeCost","RequiredTownHallLevel","RequiredHeroTavernLevel","AttackRange","AltAttackRange","AttackSpeed","CoolDownOverride","DPS","PreferedTargetDamageMod","DamageRadius","IconSWF","IconExportName","BigPicture","BigPictureSWF","SquarePicture","SquarePictureSWF","ArmyTrainingPicture","ArmyTrainingPictureSWF","Projectile","PreferedTargetBuilding","DeployEffect","AttackEffect","AttackEffectAlt","HitEffect","IsFlying","AirTargets","GroundTargets","IsJumper","AttackCount","DieEffect","Animation","AbilityAttackCount","MaxSearchRadiusForDefender","HousingSpace","HealerWeight","RegenerationTimeMinutes","TrainingTime","TrainingResource","TrainingCost","CelebrateEffect","SleepOffsetX","SleepOffsetY","PatrolRadius","AbilitySummonTroop","AbilityDescTID","AbilityIcon","AbilityBigPictureExportName","StrengthWeight","StrengthWeight2","AlertRadius","Scale","AuraSpell","AuraSpellLevel","AuraTID","AuraDescTID","AuraBigPictureExportName","RetributionSpell","RetributionSpellLevel","RetributionSpellTriggerHealth","HasAltMode","AltModeFlying","AltModeAnimation","PreferedTargetBuildingClass","NoAttackOverWalls","TargetGroups","FightWithGroups","TargetGroupsRadius","TargetGroupsRange","TargetGroupsMinWeight","SmoothJump","WakeUpSpeed","WakeUpSpace","FriendlyGroupWeight","EnemyGroupWeight","AttackEffectShared","TargetedEffectOffset","TriggersTraps","VillageType","NoDefence","PreAttackEffect","DefaultSkin","NewTargetAttackDelay","Gender","SpecialAbilities","SpecialAbilitiesLevel","AvoidNoiseInAttackPositionSelection","AbilityExtraPowerMaxLevel","PreviewScenario","AltPreviewScenario","ItemSlotCount","DefaultItems","MigrationGearLevel","HeroFlagSWF","HeroFlagExportName","HeroFlagBaseExportName","HeroBannerPrefix","LevelGrantedByTavernLevel","ControlledMoveEffect","ForceRetaliation"
,73,,,,2465,192,,22000000,17,11,,,,,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,32450,13600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15",,,,,,,15,,,,,,,
,74,,,,2482,192,,22500000,17,11,,,,,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,32600,13700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15",,,,,,,15,,,,,,,
,75,,,,2499,192,,24000000,17,11,,,,,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,33000,14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16",,,,,,,15,,,,,,,
,76,,,,2516,192,,25500000,18,12,,,,,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,33150,14100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16",,,,,,,15,,,,,,,
,77,,,,2533,192,,27000000,18,12,,,,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,33300,14200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16",,,,,,,15,,,,,,,
,78,,,,2550,192,,28500000,18,12,,,,,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,33450,14300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16",,,,,,,15,,,,,,,
,79,,,,2567,192,,30000000,18,12,,,,,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,33600,14400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16",,,,,,,15,,,,,,,
,80,,,,2584,,,,18,12,,,,,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,34000,14500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17",,,,,,,15,,,,,,,
"Warmachine",1,"TID_WARMACHINE","TID_HERO_INSTRUCTIONS_WARMACHINE",200,3000,12,"Elixir2",1000000,5,0,125,,1200,,125,1,,"sc/ui.sc","icon_hero_warmachine","unit_warmachine_big","sc/info_warmachine.sc",,,,,,,,,,,"FALSE","FALSE","TRUE","FALSE",,,,,900,25,,0,,"Elixir2",,"Warmachine Scream",-30,-40,300,,"TID_HERO_ABILITY_WARMACHINE_DESC","icon_hero_warmachine_ability1","unit_warmachine_ability_big",38,0,1200,,,,,,,,,,,,,,,,,,,,,,,2100,2500,,-50,"TRUE",1,"TRUE",,"WarmachineDefault",,"M",,,"TRUE",2,,,,,,,,,,,,"TRUE"
,2,,,,3070,12,,1100000,5,,,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,3140,24,,1200000,5,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,3210,24,,1300000,5,,,,,,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,3280,36,,1500000,5,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Battle Machine Electric Hammer 1;Battle Machine Electric Hammer 2;Battle Machine Electric Hammer 3","1;1;1",,,,,,,,,,,,,,
,6,,,,3350,36,,1600000,6,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1;1;1",,,,,,,,,,,,,,
,7,,,,3420,48,,1700000,6,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1;1;1",,,,,,,,,,,,,,
,8,,,,3490,48,,1800000,6,,,,,,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1;1;1",,,,,,,,,,,,,,
,9,,,,3560,60,,1900000,6,,,,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1;1;1",,,,,,,,,,,,,,
,10,,,,3630,60,,2100000,6,,,,,,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2;2;2",,,,,,,,,,,,,,
,11,,,,3700,72,,2200000,7,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2;2;2",,,,,,,,,,,,,,
,12,,,,3770,72,,2300000,7,,,,,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2;2;2",,,,,,,,,,,,,,
,13,,,,3840,84,,2400000,7,,,,,,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2;2;2",,,,,,,,,,,,,,
,14,,,,3910,84,,2500000,7,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2;2;2",,,,,,,,,,,,,,
,15,,,,3980,96,,2600000,7,,,,,,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3;3;3",,,,,,,,,,,,,,
,16,,,,4050,96,,2700000,7,,,,,,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3;3;3",,,,,,,,,,,,,,
,17,,,,4120,96,,2800000,7,,,,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3;3;3",,,,,,,,,,,,,,
,18,,,,4190,96,,2900000,7,,,,,,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3;3;3",,,,,,,,,,,,,,
,19,,,,4260,96,,3000000,7,,,,,,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3;3;3",,,,,,,,,,,,,,
,20,,,,4330,120,,3100000,7,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4;4;4",,,,,,,,,,,,,,
,21,,,,4400,120,,3200000,8,,,,,,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4;4;4",,,,,,,,,,,,,,
,22,,,,4470,120,,3300000,8,,,,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4;4;4",,,,,,,,,,,,,,
,23,,,,4540,120,,3400000,8,,,,,,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4;4;4",,,,,,,,,,,,,,
,24,,,,4610,120,,3500000,8,,,,,,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4;4;4",,,,,,,,,,,,,,
,25,,,,4680,144,,3600000,8,,,,,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5;5;5",,,,,,,,,,,,,,
,26,,,,4750,144,,3700000,9,,,,,,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5;5;5",,,,,,,,,,,,,,
,27,,,,4820,144,,3800000,9,,,,,,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5;5;5",,,,,,,,,,,,,,
,28,,,,4890,144,,3900000,9,,,,,,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5;5;5",,,,,,,,,,,,,,
,29,,,,4960,144,,4000000,9,,,,,,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5;5;5",,,,,,,,,,,,,,
,30,,,,5030,168,,4100000,9,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6;6;6",,,,,,,,,,,,,,
,31,,,,5100,168,,4200000,10,,,,,,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6;6;6",,,,,,,,,,,,,,
,32,,,,5170,168,,4300000,10,,,,,,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6;6;6",,,,,,,,,,,,,,
,33,,,,5240,168,,4400000,10,,,,,,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6;6;6",,,,,,,,,,,,,,
,34,,,,5310,168,,4500000,10,,,,,,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6;6;6",,,,,,,,,,,,,,
,35,,,,5380,,,,10,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7;7;7",,,,,,,,,,,,,,
"Warrior Princess",1,"TID_HERO_ROYAL_CHAMPION","TID_HERO_INSTRUCTIONS_ROYAL_CHAMPION",300,2508,4,"DarkElixir",10000,13,7,300,,1200,,340,,,"sc/ui.sc","icon_hero_warriorPrincess","unit_royal_champion_big","sc/info_royal_champion.sc","icon_hero_warriorPrincess_profile","sc/ui.sc","hero_art_rc","sc/ui.sc","AmazonQueen_javelin",,"Hero Deploy",,,"AmazonQ ability hit","FALSE","TRUE","TRUE","TRUE",,,,,1000,25,23,30,,"Elixir",,"Warrior Princess Scream",,,300,,"TID_HERO_ABILITY_ROYAL_CHAMPION_DESC","icon_hero_warriorPrincess_ability1","unit_royal_champion_ability_big",20000,5218,1200,,,,,,,,,,,,,"Defense",,,,,,,,,,2100,1000,,-50,"TRUE",,,,"WarriorPrincessDefault",400,"F","RoyalChampionAbilityHeal","1","TRUE",,"HeroRoyalChampion",,2,"Seeking Shield; Protective Cloak;",1,"sc/buildings.sc","RC_rally_point","RC_rally_point_base","rc",,"ForceMoveRC","TRUE"
,2,,,,2550,10,,15000,13,7,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,21000,5332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,1,,,,,,,
,3,,,,2593,12,,20000,13,7,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,22000,5447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,2,,,,,,,
,4,,,,2635,20,,25000,13,7,,,,,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,23000,5561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,3,,,,,,,
,5,,,,2678,24,,30000,13,7,,,,,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,25000,6010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,4,,,,,,,
,6,,,,2720,24,,35000,13,7,,,,,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,26000,6098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,5,,,,,,,
,7,,,,2763,24,,40000,13,7,,,,,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,27000,6188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,5,,,,,,,
,8,,,,2805,24,,45000,13,7,,,,,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,28000,6277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,6,,,,,,,
,9,,,,2848,24,,50000,13,7,,,,,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,29000,6373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,6,,,,,,,
,10,,,,2890,24,,53000,13,7,,,,,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,31000,6860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,7,,,,,,,
,11,,,,2933,24,,56000,13,7,,,,,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,32000,6962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,7,,,,,,,
,12,,,,2975,24,,59000,13,7,,,,,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,33000,7063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,8,,,,,,,
,13,,,,3018,24,,62000,13,7,,,,,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,34000,7165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,8,,,,,,,
,14,,,,3060,24,,65000,13,7,,,,,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,35000,7266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,8,,,,,,,
,15,,,,3103,36,,70000,13,7,,,,,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,36000,7789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,9,,,,,,,
,16,,,,3145,36,,75000,13,7,,,,,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,37000,7896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,9,,,,,,,
,17,,,,3188,36,,80000,13,7,,,,,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,38000,8004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,9,,,,,,,
,18,,,,3230,36,,85000,13,7,,,,,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,39000,8096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,10,,,,,,,
,19,,,,3273,36,,90000,13,7,,,,,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,40000,8189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,11,,,,,,,
,20,,,,3315,48,,95000,13,7,,,,,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,41000,8728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,12,,,,,,,
,21,,,,3349,48,,100000,13,7,,,,,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,41500,8812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,12,,,,,,,
,22,,,,3383,48,,105000,13,7,,,,,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,42000,8904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,12,,,,,,,
,23,,,,3417,48,,110000,13,7,,,,,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,42500,8996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,12,,,,,,,
,24,,,,3451,48,,115000,13,7,,,,,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,43000,9081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,12,,,,,,,
,25,,,,3485,72,,120000,13,7,,,,,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,44000,9627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6",,,,,,,13,,,,,,,
,26,,,,3519,72,,125000,14,8,,,,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,44500,9707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6",,,,,,,13,,,,,,,
,27,,,,3553,72,,130000,14,8,,,,,483,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,45000,9788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6",,,,,,,14,,,,,,,
,28,,,,3587,72,,135000,14,8,,,,,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,45500,9868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6",,,,,,,14,,,,,,,
,29,,,,3621,72,,140000,14,8,,,,,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,46000,9948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6",,,,,,,14,,,,,,,
,30,,,,3655,96,,145000,14,8,,,,,492,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,47000,10518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,15,,,,,,,
,31,,,,3681,96,,150000,15,9,,,,,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,47100,10588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,15,,,,,,,
,32,,,,3706,96,,155000,15,9,,,,,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,47200,10657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,15,,,,,,,
,33,,,,3732,96,,160000,15,9,,,,,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,47300,10736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,15,,,,,,,
,34,,,,3757,96,,165000,15,9,,,,,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,47400,10814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,15,,,,,,,
,35,,,,3783,120,,170000,15,9,,,,,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,48000,11399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8",,,,,,,15,,,,,,,
,36,,,,3808,120,,175000,15,9,,,,,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,48100,11480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8",,,,,,,15,,,,,,,
,37,,,,3834,120,,180000,15,9,,,,,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,48200,11563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8",,,,,,,15,,,,,,,
,38,,,,3859,120,,200000,15,9,,,,,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,48300,11644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8",,,,,,,15,,,,,,,
,39,,,,3885,120,,220000,15,9,,,,,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,48400,11727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8",,,,,,,15,,,,,,,
,40,,,,3910,120,,240000,15,9,,,,,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,49000,12333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9",,,,,,,15,,,,,,,
,41,,,,3936,144,,260000,16,10,,,,,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,49100,12410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9",,,,,,,15,,,,,,,
,42,,,,3961,156,,280000,16,10,,,,,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,49200,12485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9",,,,,,,15,,,,,,,
,43,,,,3987,168,,300000,16,10,,,,,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,49300,12562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9",,,,,,,15,,,,,,,
,44,,,,4012,180,,320000,16,10,,,,,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,49400,12637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9",,,,,,,15,,,,,,,
,45,,,,4038,192,,340000,16,10,,,,,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,50000,13255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10",,,,,,,15,,,,,,,
,46,,,,4064,192,,350000,17,11,,,,,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,50100,13350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10",,,,,,,15,,,,,,,
,47,,,,4090,192,,360000,17,11,,,,,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,50200,13440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10",,,,,,,15,,,,,,,
,48,,,,4116,192,,370000,17,11,,,,,554,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,50300,13530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10",,,,,,,15,,,,,,,
,49,,,,4142,192,,380000,17,11,,,,,557,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,50400,13620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10",,,,,,,15,,,,,,,
,50,,,,4168,192,,400000,17,11,,,,,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,51000,14200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11",,,,,,,15,,,,,,,
,51,,,,4194,192,,410000,18,12,,,,,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,51100,14300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11",,,,,,,15,,,,,,,
,52,,,,4220,192,,420000,18,12,,,,,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,51200,14400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11",,,,,,,15,,,,,,,
,53,,,,4246,192,,430000,18,12,,,,,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,51300,14500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11",,,,,,,15,,,,,,,
,54,,,,4272,192,,450000,18,12,,,,,572,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,51400,14600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11",,,,,,,15,,,,,,,
,55,,,,4298,,,,18,12,,,,,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,52000,14700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12",,,,,,,15,,,,,,,
